source,title,summary,url,url_canonical,url_replicable,published_at,label_raw,label,content_hash,content_len
La Silla Vacía,Red de Venezuela,,https://www.lasillavacia.com/red-de-expertos/red-de-venezuela/,https://www.lasillavacia.com/red-de-expertos/red-de-venezuela/,https://www.lasillavacia.com/red-de-expertos/red-de-venezuela/?h=2ddcc87c58323d82&src=tesis&v=1,,,,2ddcc87c58323d8208a770101d52bf4ba8a4235897ded470e7cfc7a8f85057d1,0
La Silla Vacía,Red Social,,https://www.lasillavacia.com/red-de-expertos/red-social/,https://www.lasillavacia.com/red-de-expertos/red-social/,https://www.lasillavacia.com/red-de-expertos/red-social/?h=cf85f2d30be7ef34&src=tesis&v=1,,,,cf85f2d30be7ef34433ed9d28f53255cf54ad6be388265529fb57528caf29696,0
La Silla Vacía,Red de Democracia y Tecnología,,https://www.lasillavacia.com/red-de-expertos/red-de-democracia-y-tecnologia/,https://www.lasillavacia.com/red-de-expertos/red-de-democracia-y-tecnologia/,https://www.lasillavacia.com/red-de-expertos/red-de-democracia-y-tecnologia/?h=117c9974bf8c85a4&src=tesis&v=1,,,,117c9974bf8c85a4c7d018bd6746b2e31464c0dfa835da7729cdfd4fb1327971,0
La Silla Vacía,Red de las Mujeres,,https://www.lasillavacia.com/red-de-expertos/red-de-las-mujeres/,https://www.lasillavacia.com/red-de-expertos/red-de-las-mujeres/,https://www.lasillavacia.com/red-de-expertos/red-de-las-mujeres/?h=9bf5a007a0e0f93b&src=tesis&v=1,,,,9bf5a007a0e0f93bfb7fce0a1f269edf86a1d9bd5a20090bed6da1b1b702f6d1,0
La Silla Vacía,Red de la Educación,,https://www.lasillavacia.com/red-de-expertos/red-de-la-educacion/,https://www.lasillavacia.com/red-de-expertos/red-de-la-educacion/,https://www.lasillavacia.com/red-de-expertos/red-de-la-educacion/?h=034e645e7329d72c&src=tesis&v=1,,,,034e645e7329d72c83a86c488c31d8d2a1e0e46b9ccbfd7daef6ee0bd7a3d3c7,0
La Silla Vacía,Red Cachaca,,https://www.lasillavacia.com/red-de-expertos/red-cachaca/,https://www.lasillavacia.com/red-de-expertos/red-cachaca/,https://www.lasillavacia.com/red-de-expertos/red-cachaca/?h=91d729d8e77e7007&src=tesis&v=1,,,,91d729d8e77e70076870fc1fa3b45e85f5dabe8706cdda71134799a564a3038a,0
La Silla Vacía,Red de Ciencia e Innovación,,https://www.lasillavacia.com/red-de-expertos/red-de-ciencia-e-innovacion/,https://www.lasillavacia.com/red-de-expertos/red-de-ciencia-e-innovacion/,https://www.lasillavacia.com/red-de-expertos/red-de-ciencia-e-innovacion/?h=0d1506244e7ff248&src=tesis&v=1,,,,0d1506244e7ff248634bf27dd6b823e6cc9a2b453bcf0041ebe3eec49d60712f,0
La Silla Vacía,Pódcasts,,https://www.lasillavacia.com/podcasts/,https://www.lasillavacia.com/podcasts/,https://www.lasillavacia.com/podcasts/?h=31b49f224784575f&src=tesis&v=1,,,,31b49f224784575f4a466f8301b66bb647f103c0dd608731701bf9be107e1d83,0
La Silla Vacía,Huevos revueltos con política,,https://www.lasillavacia.com/category/podcasts/huevos-revueltos-con-politica/,https://www.lasillavacia.com/category/podcasts/huevos-revueltos-con-politica/,https://www.lasillavacia.com/category/podcasts/huevos-revueltos-con-politica/?h=d86f3624cac9d3c1&src=tesis&v=1,,,,d86f3624cac9d3c18df8fcf49e4b733dd0b25f126675db545a0d1ace8f21125c,0
La Silla Vacía,Ausencias,,https://www.lasillavacia.com/category/podcasts/ausencias/,https://www.lasillavacia.com/category/podcasts/ausencias/,https://www.lasillavacia.com/category/podcasts/ausencias/?h=fd18a0659dc3f69c&src=tesis&v=1,,,,fd18a0659dc3f69cd38d4489d24f74a011dc2beb99813c4dfe7dcf41a51a41e5,0
La Silla Vacía,El Futuro del Futuro,,https://www.lasillavacia.com/category/podcasts/el-futuro-del-futuro/,https://www.lasillavacia.com/category/podcasts/el-futuro-del-futuro/,https://www.lasillavacia.com/category/podcasts/el-futuro-del-futuro/?h=70878f5d5efc5627&src=tesis&v=1,,,,70878f5d5efc5627efa562b97d4b3f94fe011ac037ecce500e56dbd8ca7164ae,0
La Silla Vacía,Cauca Verde,,https://www.lasillavacia.com/category/podcasts/cauca-verde/,https://www.lasillavacia.com/category/podcasts/cauca-verde/,https://www.lasillavacia.com/category/podcasts/cauca-verde/?h=8806575d691aaefa&src=tesis&v=1,,,,8806575d691aaefa985dac0299195c6585925df9602b360bdde2a4bdaa69053a,0
La Silla Vacía,Curso de inteligencia artificial,,https://www.lasillavacia.com/curso-inteligencia-artificial-una-solucion-para-aumentar-su-productividad/,https://www.lasillavacia.com/curso-inteligencia-artificial-una-solucion-para-aumentar-su-productividad/,https://www.lasillavacia.com/curso-inteligencia-artificial-una-solucion-para-aumentar-su-productividad/?h=0c1b7958134a9bd9&src=tesis&v=1,,,,0c1b7958134a9bd967c6c6ffde8003321424982a8a6d6e970ce5d96e74b067cc,0
La Silla Vacía,El ABC de la democracia,,https://www.lasillavacia.com/el-abc-de-la-democracia/,https://www.lasillavacia.com/el-abc-de-la-democracia/,https://www.lasillavacia.com/el-abc-de-la-democracia/?h=73ca272647993b58&src=tesis&v=1,,,,73ca272647993b586bee9cd7b0f00cba8e2ebf708583edfba0e1b1c27f549af4,0
La Silla Vacía,Curso virtual: ¿Qué está pasando en Colombia? 2025,,https://www.lasillavacia.com/curso-virtual-que-esta-pasando-en-colombia-2025/,https://www.lasillavacia.com/curso-virtual-que-esta-pasando-en-colombia-2025/,https://www.lasillavacia.com/curso-virtual-que-esta-pasando-en-colombia-2025/?h=5fac67759304fb8e&src=tesis&v=1,,,,5fac67759304fb8e6e34315cf1098d6f30a0d4593e4e6fa2a6a23f3885f12f8f,0
La Silla Vacía,Inmersión 2026,,https://www.lasillavacia.com/programa-de-inmersion-colombia-2025/,https://www.lasillavacia.com/programa-de-inmersion-colombia-2025/,https://www.lasillavacia.com/programa-de-inmersion-colombia-2025/?h=81be3159268edbb7&src=tesis&v=1,,,,81be3159268edbb71be85b07240139b9e1b6a2645a8f8d362c192f5b6f1c57dd,0
La Silla Vacía,Comunicar ideas con impacto,,https://www.lasillavacia.com/training-comunicar-ideas-con-impacto/,https://www.lasillavacia.com/training-comunicar-ideas-con-impacto/,https://www.lasillavacia.com/training-comunicar-ideas-con-impacto/?h=2376502749c9beaa&src=tesis&v=1,,,,2376502749c9beaaa5cbebf3269ac9506bb5ff2637de94193e68ed45379af495,0
La Silla Vacía,Estado Explicadito,,https://www.lasillavacia.com/curso-en-linea-estado-colombiano-explicadito/,https://www.lasillavacia.com/curso-en-linea-estado-colombiano-explicadito/,https://www.lasillavacia.com/curso-en-linea-estado-colombiano-explicadito/?h=0dc7818940779bec&src=tesis&v=1,,,,0dc7818940779bec5d4d6b5a260b9ca581c0660ab12f4a385fd9fac9e783c172,0
La Silla Vacía,Periodismo digital,,https://www.lasillavacia.com/curso/periodismo-digital-como-contar-historia/,https://www.lasillavacia.com/curso/periodismo-digital-como-contar-historia/,https://www.lasillavacia.com/curso/periodismo-digital-como-contar-historia/?h=a9f79c408eac09d7&src=tesis&v=1,,,,a9f79c408eac09d768839ecd2f6439696d752b1061e64dec16dbb48c5e6f168e,0
La Silla Vacía,Facebook,,https://www.facebook.com/lasillavaciaoficial,https://www.facebook.com/lasillavaciaoficial,https://www.facebook.com/lasillavaciaoficial?h=7513b99cf682b88a&src=tesis&v=1,,,,7513b99cf682b88acff973d3b1e6530f5bf770b00097d80e85931539b7d20e23,0
La Silla Vacía,Instagram,,https://www.instagram.com/lasillavaciaoficial,https://www.instagram.com/lasillavaciaoficial,https://www.instagram.com/lasillavaciaoficial?h=d25f387694f35df0&src=tesis&v=1,,,,d25f387694f35df0576d7927b5add3ef6d121c56df0573579df2127a43b8e932,0
La Silla Vacía,Paz Total,,https://www.lasillavacia.com/silla-nacional/rayos-x-a-la-paz-total/,https://www.lasillavacia.com/silla-nacional/rayos-x-a-la-paz-total/,https://www.lasillavacia.com/silla-nacional/rayos-x-a-la-paz-total/?h=4da02b510cc7c461&src=tesis&v=1,,,,4da02b510cc7c4619011841df1fcf9fbd9bfeec4ed45624cff81d00a41b11abb,0
La Silla Vacía,Silla Datos,,https://www.lasillavacia.com/silla-datos/,https://www.lasillavacia.com/silla-datos/,https://www.lasillavacia.com/silla-datos/?h=e8bfcb2a2c354b1c&src=tesis&v=1,,,,e8bfcb2a2c354b1c913dae788777644ae63be96ec74e8a34c1ee0d7668ef1402,0
La Silla Vacía,Silla Cursos,,https://www.lasillavacia.com/silla-cursos/,https://www.lasillavacia.com/silla-cursos/,https://www.lasillavacia.com/silla-cursos/?h=6258aa955efecbf5&src=tesis&v=1,,,,6258aa955efecbf598e5bad3c5553532fb1227966b2c1731518f01ecb7f28763,0
La Silla Vacía,Antioquia,,https://www.lasillavacia.com/silla-nacional/antioquia/,https://www.lasillavacia.com/silla-nacional/antioquia/,https://www.lasillavacia.com/silla-nacional/antioquia/?h=de255ec6429f35d0&src=tesis&v=1,,,,de255ec6429f35d024ca987c5b6355db553aa3240b4cfccdfb45f8338709b99d,0
La Silla Vacía,Eje Cafetero,,https://www.lasillavacia.com/silla-nacional/eje-cafetero/,https://www.lasillavacia.com/silla-nacional/eje-cafetero/,https://www.lasillavacia.com/silla-nacional/eje-cafetero/?h=5036a13585da87a1&src=tesis&v=1,,,,5036a13585da87a1897f07e214631310e94dc0fd4ea8faa1ebe701e12aa24c2a,0
La Silla Vacía,Pacífico,,https://www.lasillavacia.com/silla-nacional/pacifico/,https://www.lasillavacia.com/silla-nacional/pacifico/,https://www.lasillavacia.com/silla-nacional/pacifico/?h=a9e2eee1982566e6&src=tesis&v=1,,,,a9e2eee1982566e6a308da9126f1d3be89c3b52a75b87943a3222bc579fd1f88,0
La Silla Vacía,Santanderes,,https://www.lasillavacia.com/silla-nacional/santanderes/,https://www.lasillavacia.com/silla-nacional/santanderes/,https://www.lasillavacia.com/silla-nacional/santanderes/?h=fd8bac1bbbfc0ddd&src=tesis&v=1,,,,fd8bac1bbbfc0dddc4fbe75f13e7732f52529c46f03232dddba7e83d68f5085e,0
La Silla Vacía,Región Sur,,https://www.lasillavacia.com/silla-nacional/region-sur/,https://www.lasillavacia.com/silla-nacional/region-sur/,https://www.lasillavacia.com/silla-nacional/region-sur/?h=73600079014aa57d&src=tesis&v=1,,,,73600079014aa57d88c4094cc9ab564236241f11f29db8f5abfd2183af761876,0
La Silla Vacía,On the Record,,https://www.lasillavacia.com/category/podcasts/on-the-record/,https://www.lasillavacia.com/category/podcasts/on-the-record/,https://www.lasillavacia.com/category/podcasts/on-the-record/?h=ee44ed84902c3e13&src=tesis&v=1,,,,ee44ed84902c3e13d4f27373150ec7b5a2625844ef15f87214c22ade4445bb5a,0
La Silla Vacía,El País de los Millenials,,https://www.lasillavacia.com/category/podcasts/el-pais-de-los-millenials/,https://www.lasillavacia.com/category/podcasts/el-pais-de-los-millenials/,https://www.lasillavacia.com/category/podcasts/el-pais-de-los-millenials/?h=88643ed34df948ed&src=tesis&v=1,,,,88643ed34df948ed2c2dff57cbb55ccec7a6edbc5e2d131a3188e59d3039e955,0
La Silla Vacía,Los Incómodos,,https://www.lasillavacia.com/category/podcasts/los-incomodos/,https://www.lasillavacia.com/category/podcasts/los-incomodos/,https://www.lasillavacia.com/category/podcasts/los-incomodos/?h=5d39b79a3101c507&src=tesis&v=1,,,,5d39b79a3101c5077a30c3c1c139527e6be74066e506a31edc86d18d04144034,0
La Silla Vacía,Publicaciones,,https://www.lasillavacia.com/category/publicaciones/,https://www.lasillavacia.com/category/publicaciones/,https://www.lasillavacia.com/category/publicaciones/?h=b76b85b0977bde21&src=tesis&v=1,,,,b76b85b0977bde21bfc253656ed6e7f66e193e6b9ba535565af921f10692d08c,0
La Silla Vacía,¿Qué es La Silla Vacía?,,https://www.lasillavacia.com/que-es-la-silla-vacia/,https://www.lasillavacia.com/que-es-la-silla-vacia/,https://www.lasillavacia.com/que-es-la-silla-vacia/?h=703e736feb72f703&src=tesis&v=1,,,,703e736feb72f703d815a4bec5c7226e957a7fe22ae5c3460af51e4e66079054,0
La Silla Vacía,¿Qué es la Red de Expertos?,,https://www.lasillavacia.com/que-es-la-red-de-expertos/,https://www.lasillavacia.com/que-es-la-red-de-expertos/,https://www.lasillavacia.com/que-es-la-red-de-expertos/?h=9b171f77163c1f9d&src=tesis&v=1,,,,9b171f77163c1f9d375aa18f343f313d6bbf4e47b578cda2e7543a6d743919a0,0
La Silla Vacía,¿Qué es La Silla Académica?,,https://www.lasillavacia.com/que-es-la-silla-academica/,https://www.lasillavacia.com/que-es-la-silla-academica/,https://www.lasillavacia.com/que-es-la-silla-academica/?h=43f23785b83d2d9b&src=tesis&v=1,,,,43f23785b83d2d9b542a5a834e44079f11517ceb814473687c97a1299fe33d11,0
La Silla Vacía,¿Qué es la Silla Cursos?,,https://www.lasillavacia.com/que-es-la-silla-cursos/,https://www.lasillavacia.com/que-es-la-silla-cursos/,https://www.lasillavacia.com/que-es-la-silla-cursos/?h=48e49847d3f923b8&src=tesis&v=1,,,,48e49847d3f923b8d03f18a7eba8fc75b3d44d71101599b08c8a46e9aa9a46c8,0
La Silla Vacía,¿Cómo usar La Silla Datos?,,https://www.lasillavacia.com/como-usar-la-silla-datos/,https://www.lasillavacia.com/como-usar-la-silla-datos/,https://www.lasillavacia.com/como-usar-la-silla-datos/?h=acd5808ef7afa503&src=tesis&v=1,,,,acd5808ef7afa5033746a038de3972e4afcabda5364009f01e5b6c114fa5c1fe,0
La Silla Vacía,Facebook,,https://www.facebook.com/La-Silla-Vac%C3%ADa-86869798098/?ref=hl,https://www.facebook.com/La-Silla-Vac%C3%ADa-86869798098/?ref=hl,https://www.facebook.com/La-Silla-Vac%C3%ADa-86869798098/?h=f8801f13dc7d469a&ref=hl&src=tesis&v=1,,,,f8801f13dc7d469a4a2ab2ddc2cf16b6ef99b1da94c0fbd4ca8197f8dded4b60,0
La Silla Vacía,Nuestros servicios,,https://www.lasillavacia.com/nuestros-servicios/,https://www.lasillavacia.com/nuestros-servicios/,https://www.lasillavacia.com/nuestros-servicios/?h=1a87891b526d6273&src=tesis&v=1,,,,1a87891b526d6273c799e6f53010b6fb93b6b7bcb370c213a084371f36b666bf,0
La Silla Vacía,Política de privacidad,,https://www.lasillavacia.com/politica-de-privacidad-tratamiento-de-datos-personales-y-uso-de-cookies/,https://www.lasillavacia.com/politica-de-privacidad-tratamiento-de-datos-personales-y-uso-de-cookies/,https://www.lasillavacia.com/politica-de-privacidad-tratamiento-de-datos-personales-y-uso-de-cookies/?h=d96975205ecf9537&src=tesis&v=1,,,,d96975205ecf9537162c26b17a8b7ad4e1964f06a2aae125f2be3250e4900fda,0
El Universal MX,NEWSLETTERS,,/newsletters/,https://www.eluniversal.com.mx/newsletters/,https://www.eluniversal.com.mx/newsletters/?h=b27b11b1b93bc398&src=tesis&v=1,,,,b27b11b1b93bc398154b81b6d4494bcacf49ced21b3480e66cca44e965444e4c,0
El Universal MX,Corte 2.0,,/suprema-corte-de-justicia/,https://www.eluniversal.com.mx/suprema-corte-de-justicia/,https://www.eluniversal.com.mx/suprema-corte-de-justicia/?h=6da5babf22533f9d&src=tesis&v=1,,,,6da5babf22533f9d69b32b069e31bea1492036ae825988561aac46c8f97ac4ee,0
El Universal MX,Mujeres a seguir,,/mujeres-a-seguir/,https://www.eluniversal.com.mx/mujeres-a-seguir/,https://www.eluniversal.com.mx/mujeres-a-seguir/?h=8ab2b3f83d670b91&src=tesis&v=1,,,,8ab2b3f83d670b91294f80d195eb6229ca66431a5c886e14712a8c89032ef433,0
El Universal MX,Periodismo de investigación,,/periodismo-de-investigacion/,https://www.eluniversal.com.mx/periodismo-de-investigacion/,https://www.eluniversal.com.mx/periodismo-de-investigacion/?h=f12c5c37bf3ef6d9&src=tesis&v=1,,,,f12c5c37bf3ef6d98b47cbd5a025d4afe062ca2563bb5d9abadb448d6f2e3920,0
El Universal MX,El Uni Explica,,/el-uni-explica/,https://www.eluniversal.com.mx/el-uni-explica/,https://www.eluniversal.com.mx/el-uni-explica/?h=06416f5459c88afd&src=tesis&v=1,,,,06416f5459c88afd863ba9ce69596109b7d9ed30ae0e9ef8554daa090306a796,0
El Universal MX,Gabinete de Sheinbaum,,/gabinete-de-sheinbaum/,https://www.eluniversal.com.mx/gabinete-de-sheinbaum/,https://www.eluniversal.com.mx/gabinete-de-sheinbaum/?h=414e5fb6e7ccee18&src=tesis&v=1,,,,414e5fb6e7ccee18c3a9d11141776e40a50a2894647880a4929eab57f79b05ce,0
El Universal MX,Donald Trump,,/donald-trump-presidente-estados-unidos/,https://www.eluniversal.com.mx/donald-trump-presidente-estados-unidos/,https://www.eluniversal.com.mx/donald-trump-presidente-estados-unidos/?h=9afdad4704a26f56&src=tesis&v=1,,,,9afdad4704a26f56463081d829058b2283502025c9b39fbeb22b3b00f5799a74,0
El Universal MX,Metropoli,,/metropoli/,https://www.eluniversal.com.mx/metropoli/,https://www.eluniversal.com.mx/metropoli/?h=fe13bdedb809c14a&src=tesis&v=1,,,,fe13bdedb809c14a026cf9e8ead444c27cf2b32ec38af3e94a9bfa9adc27b6fe,0
El Universal MX,Narcotráfico,,/narco-en-mexico/,https://www.eluniversal.com.mx/narco-en-mexico/,https://www.eluniversal.com.mx/narco-en-mexico/?h=5f0e5ad9facc0768&src=tesis&v=1,,,,5f0e5ad9facc076848bd386a6042b305d276800d1b87fd361d91c280453e5c16,0
El Universal MX,Cartones,,/carton,https://www.eluniversal.com.mx/carton,https://www.eluniversal.com.mx/carton?h=33c867391b43855e&src=tesis&v=1,,,,33c867391b43855ef70aec8302a00b80783a742dc8816dbd5c969e4bf3ace1d1,0
El Universal MX,Economía,,/cartera/,https://www.eluniversal.com.mx/cartera/,https://www.eluniversal.com.mx/cartera/?h=8a3ff235a47299d9&src=tesis&v=1,,,,8a3ff235a47299d93b8644bcab315c2f12ac9681e071070e4267e103834c1a89,0
El Universal MX,Universal Deportes,,/deportes/,https://www.eluniversal.com.mx/deportes/,https://www.eluniversal.com.mx/deportes/?h=d2f72cda60cf6cee&src=tesis&v=1,,,,d2f72cda60cf6ceefb224c29226ed1443704667131708e756e8b8df7071bcd42,0
El Universal MX,Espectáculos,,/espectaculos/,https://www.eluniversal.com.mx/espectaculos/,https://www.eluniversal.com.mx/espectaculos/?h=156b2ab78970d79c&src=tesis&v=1,,,,156b2ab78970d79c4a3c45d7257cef5f6b19b88e9bc786a2b862bb0f78ca3193,0
El Universal MX,Confabulario,,/cultura/confabulario/,https://www.eluniversal.com.mx/cultura/confabulario/,https://www.eluniversal.com.mx/cultura/confabulario/?h=4f59af95ade4380c&src=tesis&v=1,,,,4f59af95ade4380c777335333524ec95e97316ff5718bf92e83af55a01c9796f,0
El Universal MX,Tendencias,,/tendencias/,https://www.eluniversal.com.mx/tendencias/,https://www.eluniversal.com.mx/tendencias/?h=dda5c0df6fd2fd99&src=tesis&v=1,,,,dda5c0df6fd2fd992646ad8023d253cb494ca9be85f85240bda7be09c21c59a1,0
El Universal MX,Ciencia y Salud,,/ciencia-y-salud/,https://www.eluniversal.com.mx/ciencia-y-salud/,https://www.eluniversal.com.mx/ciencia-y-salud/?h=85acc4d3e36b6380&src=tesis&v=1,,,,85acc4d3e36b63801c1c15797e153ba1ce7c4a330e7fe16fe03ac5e7a7ba1969,0
El Universal MX,De última,,/de-ultima/,https://www.eluniversal.com.mx/de-ultima/,https://www.eluniversal.com.mx/de-ultima/?h=f432cb07062c6606&src=tesis&v=1,,,,f432cb07062c6606a95ebaa7e8f380d69689fbc5ec91cf1388994ef29bd76595,0
El Universal MX,Destinos,,/destinos/,https://www.eluniversal.com.mx/destinos/,https://www.eluniversal.com.mx/destinos/?h=1937ac96f09a8a16&src=tesis&v=1,,,,1937ac96f09a8a1626abe32d27804262127c1587014dd737e37fcdea3d3c4c2b,0
El Universal MX,Autopistas,,/autopistas/,https://www.eluniversal.com.mx/autopistas/,https://www.eluniversal.com.mx/autopistas/?h=bf075b69044e1b07&src=tesis&v=1,,,,bf075b69044e1b07d49c47c7a61a14d2b418977d46b0991feb0b68843d8a08f9,0
El Universal MX,Tiempo de Relojes,,/tiempo-de-relojes/,https://www.eluniversal.com.mx/tiempo-de-relojes/,https://www.eluniversal.com.mx/tiempo-de-relojes/?h=1dd94c8796668ec4&src=tesis&v=1,,,,1dd94c8796668ec4885c6f78abd8bcb94a2578fb22058c6f4324dffd9c23081f,0
El Universal MX,De10sports,,https://de10.com.mx/,https://de10.com.mx/,https://de10.com.mx/?h=4355667c6c3fb349&src=tesis&v=1,,,,4355667c6c3fb3495e840c90541c4851d5acdaec20bab8db3c827e8d8ab39921,0
El Universal MX,DeDinero,,https://www.dedinero.com.mx/,https://www.dedinero.com.mx/,https://www.dedinero.com.mx/?h=02be55cb722cecee&src=tesis&v=1,,,,02be55cb722ceceed96ee5179bac91fd29bdc6e389439bf87d77fe9124a6c82f,0
El Universal MX,El Gráfico,,https://www.elgrafico.mx/,https://www.elgrafico.mx/,https://www.elgrafico.mx/?h=837d7ed38abc3fd9&src=tesis&v=1,,,,837d7ed38abc3fd98c591993c9c5d54ef779ca8e9b695233360986ad5eda03cb,0
El Universal MX,Generación Universitaria,,https://www.generacionuniversitaria.com.mx/,https://www.generacionuniversitaria.com.mx/,https://www.generacionuniversitaria.com.mx/?h=c3089ff405637e04&src=tesis&v=1,,,,c3089ff405637e045549c9aba3ae65d5a6786c3cfe5eb30c06ef6ddf003f2098,0
El Universal MX,SuMédico,,https://www.sumedico.com/,https://www.sumedico.com/,https://www.sumedico.com/?h=85dbe550b4df483d&src=tesis&v=1,,,,85dbe550b4df483dd0e2b2c75147b80fdc63c55c7e55285e568786d31e644b8f,0
El Universal MX,Aviso Oportuno,,https://www.avisooportuno.mx/,https://www.avisooportuno.mx/,https://www.avisooportuno.mx/?h=3d0103955d6cf21b&src=tesis&v=1,,,,3d0103955d6cf21b315f02a2aa812df9eb523a22cb45ff507254685c33a8050c,0
El Universal MX,Descuentos,,https://www.eluniversal.com.mx/descubreycompra/,https://www.eluniversal.com.mx/descubreycompra/,https://www.eluniversal.com.mx/descubreycompra/?h=1a4d08792cf77b64&src=tesis&v=1,,,,1a4d08792cf77b649aa968696f565f7c366346be80d5155a88760c1b8572aac8,0
El Universal MX,Descubre y Compra,,https://www.eluniversal.com.mx/descubre-y-compra/,https://www.eluniversal.com.mx/descubre-y-compra/,https://www.eluniversal.com.mx/descubre-y-compra/?h=39d7e3e3a3bbe27a&src=tesis&v=1,,,,39d7e3e3a3bbe27a4470326a821863f5da2b9960103da4ee2ffe1e521527127d,0
