fuente;fecha;titulo;texto;estado;url
Maldita;2020-11-07T09:18:00+00:00;No, en Dinamarca toda persona que recibe alg√∫n tipo de ayuda social no est√° inhabilitada para votar¬∑Maldita.es - Periodismo para que no te la cuelen;"Lo que sabemos: es un bulo. Desde la Embajada de Dinamarca en Espa√±a niegan que las personas que reciban ayudas sociales no puedan votar. Es un mensaje que ha circulado mucho en Argentina y ha saltado a Espa√±a. üì≤ ¬°Pincha aqu√≠ y sigue el canal de WhatsApp de Maldita.es para que no te la cuelen! El art√≠culo 29 de la Constituci√≥n danesa reconoce el derecho a voto a toda persona mayor de 18 a√±os con nacionalidad danesa y residencia permanente en el pa√≠s salvo que est√© bajo tutela, es decir, declarado incapacitado; seg√∫n ha explicado la Embajada de Dinamarca en Argentina en Facebook, donde ya en 2019 negaron la veracidad de este contenido. Adem√°s, explicaban en la publicaci√≥n que en 2018 las personas bajo tutela eran menos de 1.900 de un total de m√°s de 4 millones de votantes y en 2018 hubo 702.600 destinatarios de ayudas sociales entre 16 y 64 a√±os que ten√≠an derecho a voto en las elecciones parlamentarias. El malentendido puede haber surgido de una frase del art√≠culo 29 de la Constituci√≥n danesa: ""Ser√° determinado por ley en qu√© medida la condena y la asistencia p√∫blica considerada ayuda para los pobres implica la p√©rdida de los derechos de voto"", seg√∫n explic√≥ la embajada. Hasta 1933 la asistencia social se daba como ""ayuda para los pobres"", lo que implicaba la prohibici√≥n de votar. Ese a√±o se realiz√≥ la denominada Reforma Social, cuyos cambios permitieron que m√°s personas recibieran ayudas sociales sin perder el derecho a voto. En 1961 se elimin√≥ oficialmente la ""ayuda para los pobres"", seg√∫n la explicaci√≥n de la Embajada de Dinamarca en Argentina. ¬øCrees que te ha llegado un bulo? Verifica en nuestro chatbot de WhatsApp (+34 644 229 319) Desde la Embajada de Dinamarca en Espa√±a tambi√©n niegan a Maldita.es que en Dinamarca pierdas ""tus derechos como ciudadano por recibir una prestaci√≥n econ√≥mica"". * Este contenidos tambi√©n ha sido desmentido por Chequeado y AFP Factual, miembros como Maldita.es de la International Fact-checking Network (IFCN). * Hemos actualizado con la respuesta de la Embajada de Dinamarca en Espa√±a. Las pistas est√°n cerradas porque este reporte est√° resuelto. Consulta nuestra metodolog√≠a si tienes dudas sobre c√≥mo decidimos qu√© reportes cerrar. Vas a reportar una pista por no cumplir las normas de uso. El reporte ser√° revisado manualmente por el equipo de Maldita.es.";falso;https://maldita.es/malditobulo/20250904/dinamarca-ayuda-social-inhabilitada-votar/
Colombiacheck;2025-08-14T18:03:00;Video que muestra a Donald Trump bailando en el techo de la Casa Blanca fue manipulado digitalmente;"Falso Falso Falso Falso Falso Falso Falso Falso Falso Un video que circula en redes sociales, con el logo de la cadena C-SPAN, muestra al presidente de Estados Unidos, Donald Trump, bailando en el techo de la Casa Blanca. Sin embargo, esto es falso. Aunque el mandatario estadounidense sí dio un paseo por el techo de la sede gubernamental, el audiovisual fue manipulado digitalmente. En las imágenes originales, no aparece bailando. El clip de 16 segundos fue publicado el 7 de agosto por la cuenta de X ‘Mamertos 2.0’ (@Mamertos0) con el mensaje: “El alcohólico y drogadicto de Gustavo Petro está bailando como loco en el techo de la Casa de Nariño, ah perdón es el venerado presidente de EEUU Donald Trump” (sic). A esta cuenta la hemos verificado varias veces por difundir desinformación. Dos días antes, fue compartido en X por las cuentas ‘Trump War Room’ (@TrumpWarRoom), verificada por estar afiliada oficialmente a la campaña en X del mandatario republicano cuando era candidato, y ‘Polianalitica’ (@polianalitica), plataforma afín al régimen de Venezuela que encabeza Nicolás Maduro. Todas estas publicaciones alcanzan más de 2.000 reproducciones, han sido republicadas más de 2.000 veces y tienen más de 10.000 “me gusta”. Trump subió el 5 de agosto al techo de la sala de prensa de la Casa Blanca para inspeccionar el sitio donde se construirá una recepción, según reportaron medios en inglés y español. Entre ellos, The New York Times, ABC, RFI y Diario Las Américas. Durante el recorrido, el presidente bromeó con los periodistas cuando le preguntaron qué iba a construir: “Misiles”, “misiles nucleares”. Luego le preguntaron por qué estaba en el techo y respondió: “Dando un pequeño paseo”. Como el video viral tiene el logo de la cadena C-SPAN, sigla de la Red de Asuntos Públicos por Cable y Satélite, que hace transmisiones de televisión oficiales sin costo, encontramos el original publicado en su sitio web y su cuenta de X. La grabación real tiene una duración de 9:03 minutos. Esta muestra a Trump inspeccionando el área y hablando con unos hombres. Después, se acerca al borde del techo para saludar a los periodistas que están abajo y responder a sus preguntas, haciendo gestos con las manos. Luego, se retira, sin haber bailado en ningún momento. El clip publicado en X es más corto y solo muestra el fragmento en el que Trump habla con los periodistas. En ningún momento se le ve bailando. Spotted: President Trump atop the White House. Q: ""Sir, why are you are on the roof?"" Q: ""Mr. President, what are you doing up there?"" pic.twitter.com/MQlA6TUnEb Medios como Forbes y FOX también publicaron videos del 5 de agosto y en ninguno se observa a Trump bailando. Una búsqueda en Google con la frase “Donald Trump baila en el techo de la Casa Blanca” arrojó que esta desinformación fue desmentida por nuestros colegas de AFP Factual y Cotejo.info. Según AFP Factual, el video fue publicado por primera vez el 5 de agosto de 2025 por la cuenta de X ‘Drefanzor memes’ (@drefanzor), cuya biografía indica que publica “videos manipulados”. En publicaciones posteriores, la cuenta aclara que el video es un meme, incluso se burla de un chequeo que hizo Snopes y confirma que no lo creó usando inteligencia artificial, sino Adobe After Effects. El fragmento en el que Trump sale bailando fue agregado digitalmente y corresponde a su baile de la canción ‘YMCA’ del grupo Village People, con el que incluso ha invitado a votar, como muestra este video.";falso;https://colombiacheck.com/chequeos/video-que-muestra-donald-trump-bailando-en-el-techo-de-la-casa-blanca-fue-manipulado
Maldita;2025-09-05T00:38:11+00:00;Maldito Bulo·Maldita.es - Periodismo para que no te la cuelen;;falso;https://maldita.es/malditobulo/956/?p=3
Maldita;2025-09-05T00:38:01+00:00;Maldito Bulo·Maldita.es - Periodismo para que no te la cuelen;;falso;https://maldita.es/malditobulo/
Colombiacheck;2025-08-25T18:50:00;Montaje con IA simula a la presidenta de México pidiendo la extradición de Álvaro Uribe;Falso Falso Falso Falso Falso Falso Falso Falso Falso “El delincuente de Álvaro Uribe fue dejado libre. Voy a pedir su extradición y aquí sí lo haremos pagar por sus crímenes”, esta es la declaración que falsamente le atribuyen a la presidenta de México, Claudia Sheinbaum, en un video que circula en el que también se dice sin evidencia que el expresidente colombiano enfrentaría un proceso por corrupción y “violaciones a los derechos humanos” en ese país. Sheinbaum no ha hecho tal pronunciamiento y tampoco existe registro de que la Fiscalía mexicana haya requerido al fundador del partido Centro Democrático. El audiovisual fue manipulado con inteligencia artificial (IA), según los signos en los movimientos de los labios de la mandataria y el resultado de varios detectores. El clip fue reportado a nuestro Gato Chequebot y se ha vuelto viral en Facebook, TikTok y Threads, donde tiene al menos 800.000 visualizaciones. La desinformación circula luego de que el Tribunal Superior de Bogotá falló a favor de Uribe una tutela con la que podrá estar en libertad mientras se resuelve la apelación de su condena por fraude procesal y soborno a testigos, por la cual estaba en prisión domiciliaria. En una revisión en Google, usando fragmentos de la supuesta declaración de Sheinbaum, no hallamos ninguna fuente oficial que confirmara la cita (1, 2). Tampoco encontramos noticias sobre una solicitud formal para la entrega de Uribe a México. La jefa de Estado igualmente no se ha referido al expresidente en sus intervenciones públicas, según un análisis a través de la herramienta Filmot, que permitió buscar entre los subtítulos de los videos subidos en su canal oficial de YouTube y el del Gobierno de México. De igual manera, indagamos en la cuenta en X de la funcionaria, @Claudiashein, y no conseguimos coincidencias. En la Fiscalía General de México no figura ninguna noticia sobre tal solicitud de extradición contra Uribe, ni en su página web ni en su cuenta de X. Desde 2011, México y Colombia tienen un tratado de extradición en el cual se contempla que este requerimiento será viable cuando se base en conductas penadas en las leyes de ambos países, una sentencia en firme, delitos contemplados en convenciones multilaterales, relacionados con impuestos, genocidio, actos de terrorismo, etc. En el video chequeado pudimos observar elementos sospechosos en el movimiento de los labios de Sheinbaum, que a veces se quedan cerrados mientras ella supuestamente habla. Esto es un indicio de que se utilizó inteligencia artificial para alterar la grabación. El detector Hive Moderation arrojó altas probabilidades de que fuese un deepfake (un contenido hiperrealista generado con IA). También el escáner de InVid concluyó que la voz había sido clonada con esta tecnología. Aunque intentamos ubicar el clip original con búsqueda inversa de Google Lens, no encontramos la publicación. Nuestro análisis contextual y los resultados de los detectores nos permiten señalar que se utilizó IA para manipular la grabación de Sheinbaum. Esto, sumado a las búsquedas mencionadas en Google y otras plataformas, nos confirma que el video es falso. Este es el segundo montaje que detectamos sobre Sheinbaum en una semana. Anteriormente le atribuyeron falsamente una cita en la calificaba el magnicidio del senador y precandidato presidencial Miguel Uribe Turbay como algo ‘bueno’. Tiktok: En Facebook: Threads:;falso;https://colombiacheck.com/chequeos/montaje-con-ia-simula-la-presidenta-de-mexico-pidiendo-la-extradicion-de-alvaro-uribe
Colombiacheck;2025-08-20T08:26:00;Revive cadena contra procesos de paz falsamente atribuida a Diana Uribe;Falso Falso Falso Falso Falso Falso Falso Falso Falso A través de nuestro Gato Chequeabot, nos pidieron verificar una cadena con críticas a los procesos de paz en Colombia, falsamente atribuida a la filósofa y divulgadora de historia Diana Uribe. El extenso texto critica “frases atractivas pero mentirosas” a favor de negociar con grupos armados ilegales e incluso las etiqueta de “falsas”. Además, propone como alternativa la continuación y el recrudecimiento de las acciones armadas de la Fuerza Pública contra esas organizaciones. Por ejemplo, dice: “Dejemos de matarnos: Falso. Acá nadie de las instituciones ni de la sociedad civil que cumple la ley quiere matar a nadie. Los que nos matan son los criminales organizados en empresas que se lucran del delito. A los que hay que exigir que no nos secuestren, ni nos extorsionen ni nos maten es a ellos. Repito y resalto: No pedirles ni suplicarles, es EXIGIRLES con la fortaleza de las FFAA y la justicia” (sic). Esta cadena ha vuelto a circular al menos desde el pasado 13 de agosto por WhatsApp y Facebook. Este mensaje apócrifo lleva en circulación desde 2016, cuando hacía referencia a las negociaciones entre el Gobierno y la extinta guerrilla de las FARC que terminaron ese año en el Acuerdo Final de Paz firmado en el Teatro Colón de Bogotá. En 2023, ya habíamos desmentido esta desinformación, y la propia Uribe ha negado ser su autora. De hecho, el medio digital Pulzo registró el 3 de septiembre de 2016, a menos de un mes del plebiscito sobre la primera versión de ese acuerdo, que la divulgadora desmintió la cadena. En ese entonces, Uribe aclaró, a través de un video difundido en sus redes oficiales, que se trataba de una desinformación. Allí argumentó lo siguiente: “Las personas que conocen mi trabajo saben que llevo 20 años hablando de la paz. Esa ha sido la línea de todo mi trabajo a lo largo del tiempo y es en lo que yo creo. Es para decirles que eso no me representa, que yo no estoy de acuerdo con lo que dice ahí, que nada de eso son mis palabras, mis ideas o mis pensamientos, que lo que yo quiero es la paz y la reflexión”. Esta desinformación también fue desmentida por nuestros colegas de La Silla Vacía y AFP Factual. Al buscar en Google con las palabras “Diana Uribe procesos de paz en Colombia” se encuentran varios contenidos que contradicen la postura del texto viral. Entre ellos, destacan una entrevista de enero de 2016 en el programa ‘Conversemos de Actualidad’ y otra de febrero de 2018 en ‘Mimbre’, ambos de Canal Institucional. También se encuentra el video de la productora Magic Markers, publicado en junio de 2016, titulado “Dejemos de matarnos: el espíritu del acuerdo de paz”. Además, en 2023, la quinta temporada de su podcast ‘Las historias de Diana Uribe’ se centró en la importancia de los procesos de paz a nivel mundial, incluidos los de Colombia. La cadena fue compartida en Facebook por los creadores digitales Hernando José Martínez y Carlos Arturo Rendón Mejía, quienes publican contenidos en contra del gobierno de Gustavo Petro y otros usuarios (1, 2, 3).;falso;https://colombiacheck.com/chequeos/revive-cadena-contra-procesos-de-paz-falsamente-atribuida-diana-uribe
Maldita;2025-05-19T08:55:46+00:00;No, El Mundo no ha publicado una conversaci√≥n entre Pedro S√°nchez y Jos√© Luis √Åbalos hablando sobre el consumo de drogas de Mar√≠a Jes√∫s Montero¬∑Maldita.es - Periodismo para que no te la cuelen;"Lo que sabemos: es un bulo. La captura de pantalla no ha sido publicada por El Mundo. Al buscar en su web el nombre de Mar√≠a Jes√∫s Montero, no aparece ning√∫n contenido relacionado con ella en una conversaci√≥n entre S√°nchez y √Åbalos. Al realizar una b√∫squeda inversa de la imagen tampoco aparece que haya sido publicada por El Mundo. üì≤ ¬°Pincha aqu√≠ y sigue el canal de WhatsApp de Maldita.es para que no te la cuelen! ‚ÄúY yo me pregunto, ¬øqu√© ser√° eso de ""meterse una de palmo""?‚Äù, ‚Äú¬øCu√°nto le queda a este gobierno?, ¬øD√≠as, meses...?‚Äù. Estos son algunos de los mensajes con los que se comparte una captura de pantalla donde se muestra una supuesta conversaci√≥n entre Pedro S√°nchez y Jos√© Luis √Åbalos hablando sobre el comportamiento de Mar√≠a Jes√∫s Montero en Ferraz que contiene la marca de agua de El Mundo. En la imagen que circula llama la atenci√≥n la supuesta conversaci√≥n entre los pol√≠ticos. ‚ÄúJose Luis, has visto las fotos de ayer de Maris√∫ ‚Äúeuf√≥rica‚Äù en Ferraz? Dan verg√ºenza ajena‚Äù, dice supuestamente S√°nchez. Mientras √Åbalos le responde: ‚ÄúS√≠, dan verg√ºenza ajena. Le suger√≠ que no se metiera una de palmo antes de salir, por lo visto no pudo resistirlo, jajajaja‚Äù. Una b√∫squeda inversa de la imagen no muestra que haya sido publicada por El Mundo. Adem√°s, desde Maldita.es revisamos las publicaciones de El Mundo en su cuenta de Twitter (ahora X) y no tiene ninguna que coincida con la imagen que circula. Por otro lado, al realizar una b√∫squeda de ‚ÄúMar√≠a Jes√∫s Montero‚Äù en el buscador de El Mundo, ning√∫n resultado coincide con una conversaci√≥n entre √Åbalos y S√°nchez. Tambi√©n, al ver las conversaciones filtradas entre S√°nchez y √Åbalos que ha publicado El Mundo, se puede notar una diferencia en el dise√±o que estas llevan con la que circula sobre Montero. ¬øCrees que te ha llegado un bulo? Verifica en nuestro chatbot de WhatsApp (+34 644 229 319)";falso;https://maldita.es/malditobulo/20250901/el-mundo-conversacion-sanchez-abalos-montero-drogas/
Maldita;2025-09-05T00:38:06+00:00;Maldito Bulo·Maldita.es - Periodismo para que no te la cuelen;;falso;https://maldita.es/malditobulo/5/?p=2
Colombiacheck;2025-09-04T23:48:49+00:00;Video de Uribe abucheado en Uniagustiniana es viejo y no despu√©s de salir de su casa por c√°rcel;"Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuentas principalmente afines al gobierno de Gustavo Petro est√°n haciendo pasar como reciente un video viejo del expresidente √Ålvaro Uribe siendo abucheado por estudiantes de la Universidad Agustiniana, en Bogot√°, durante un evento.¬† Estas publicaciones son cuestionables. El hecho sucedi√≥ en abril de 2024 cuando el fundador del partido opositor Centro Democr√°tico particip√≥ en un conversatorio. Por lo tanto, no es actual, como sugieren al sacarlo de contexto. La desinformaci√≥n circula ahora porque Uribe se encuentra libre luego de haber sido condenado a finales de julio a 12 a√±os de prisi√≥n domiciliaria por fraude procesal y soborno a testigos. Aunque alcanz√≥ a estar privado de la libertad, el Tribunal Superior de Bogot√° orden√≥ su salida inmediata mientras resuelve la apelaci√≥n de su sentencia en segunda instancia. La tergiversaci√≥n sobre su abucheo acumula al menos 200.000 visualizaciones en X, Instagram y Facebook. Otras desinformaciones han hecho uso de videos similares, tales como la vez le insultaron en un evento en la universidad de Los Andes, en Bogot√°; Universidad Icesi, en Cali; en un centro comercial de Cartagena, entre otros. La grabaci√≥n, en la mayor√≠a de los casos, lleva el logo del medio Publimetro. En una b√∫squeda inversa con Google Lens hallamos la publicaci√≥n original en el perfil de Instagram de ese medio el 16 de abril de 2024. En su post no ofrece mayor contexto del suceso.¬† ¬† A post shared by Publimetro Colombia (@publimetrocol) Otras noticias del momento especifican que las arengas ocurrieron mientras el expresidente participaba el 15 de abril de ese a√±o en un di√°logo sobre la paz en Colombia, bajo el t√≠tulo ‚ÄúLa paz en Colombia: un compromiso de todos, un compromiso de nadie‚Äù (1, 2). Esta informaci√≥n tambi√©n la confirmamos en la invitaci√≥n difundida por la universidad en su cuenta en X: ¬† üó£Ô∏è Llega a la Uniagustiniana un nuevo encuentro de Humanidades en la Academia. Esta vez nos acompa√±ar√° el expresidente @AlvaroUribeVel en el #CampusTagaste. ¬°Ag√©ndate con nosotros! pic.twitter.com/E42QtiuIrc Uribe se refiri√≥ ese d√≠a al incidente, asegurando que quienes lo insultaron se salieron del auditorio y agradeci√≥ a ‚Äúa los muchos que se quedaron, permitieron la discusi√≥n‚Äù.¬† ¬† Gracias Universidad Agustiniana. Sur de Bogot√°. Unos pocos me insultaron, se salieron. Gracias a los muchos que se quedaron, permitieron la discusi√≥n. pic.twitter.com/vD2SQlWL0s Esta fue una de las 17 visitas que hizo el exfuncionario a universidades del pa√≠s desde 2018, cuando la Corte Suprema de Justicia encontr√≥ indicios para investigarlo por soborno en actuaci√≥n penal y fraude procesal, hasta mediados del a√±o pasado, seg√∫n una investigaci√≥n de Cuesti√≥n P√∫blica.¬† Con base en los elementos citados, concluimos que son cuestionables las publicaciones que est√°n haciendo pasar como actual el video del expresidente Uribe siendo amedrentado en Uniagustiniana, pues esto ocurri√≥ en 2024.¬† En X:¬† En Facebook:¬†";dudoso;https://colombiacheck.com/chequeos/video-de-uribe-abucheado-en-uniagustiniana-es-viejo-y-no-despues-de-salir-de-su-casa-por
Colombiacheck;2025-08-22T09:50:00;Video engaña al asociar alerta por inscripción inusual de votantes con zona binacional y migrantes;Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Un usuario de TikTok advierte de forma engañosa que la Procuraduría General de la Nación “denunció masiva inscripciones de cédulas de ciudadanías en el país, especialmente en la zona binacional” entre Colombia y Venezuela, según él, para que personas venezolanas y cubanas puedan votar en las elecciones de 2026. Esto es cuestionable. Aunque el organismo de control reportó un aumento “inusual” en el registro, solo uno de los 10 municipios en los cuales se detectó el incremento pertenece a la que sería la región que eventualmente estaría cobijada por un acuerdo de cooperación entre ambos países. Allí el desplazamiento forzado es una explicación más probable para ese fenómeno. Además, de todas formas, las leyes no permiten la participación extranjera en los comicios. A pesar de que le solicitamos información a la Registraduría Nacional del Estado Civil sobre esta situación, no obtuvimos respuesta al momento de publicar este artículo. De acuerdo con la Procuraduría, con base en información de la Registraduría y visitas hechas por sus funcionarios el 3 de agosto, varios municipios presentaron “porcentajes inusualmente altos” en la inscripción de cédulas para los comicios legislativos que se llevarán a cabo en marzo del próximo año. El promedio nacional de inscripción es de 2,29 ciudadanos por cada 1.000 habitantes. Sin embargo, en Puerto Gaitán, Meta, la tasa se disparó a 80,64%, seguido de La Jagua del Pilar, La Guajira, con 44,37% y Ocaña, Norte de Santander, con 26,99%. Otros municipios con este comportamiento fueron: La entidad no habló de las posibles causas de esta situación. Solo uno de los municipios identificados está dentro de la eventual zona binacional que se planea crear con Venezuela, para lo que Colombia firmó un reciente memorando de entendimiento con ese país. Se trata de Ocaña. Norte de Santander es el único departamento contemplado del lado colombiano para la llamada Zona de Paz, Unión y Desarrollo Binacional de la que habla ese documento, que apenas plantea la intención para su creación. Este no tiene efectos vinculantes. También se debe considerar que casi todos los municipios con un aumento en el registro de cédulas se ubican lejos de la frontera, tal como se muestra este mapa. La mayoría está en Meta, en el centro del país, y Nuevo Belén de Bajirá incluso está del otro lado, el occidente, en Chocó. Previo al comunicado de la Procuraduría, la Misión de Observación Electoral (MOE) ya había detectado patrones atípicos en la inscripción de documentos de identidad en los municipios mencionados para su ‘Segundo informe sobre el proceso de inscripción de cédulas para votar por cambio de residencia’, publicado el 8 de junio. La organización de la sociedad civil recordó que en los casos de Puerto Gaitán y La Jagua del Pilar ha alertado durante otras elecciones, tanto nacionales como locales, sobre el incremento inusual de votantes en estos municipios. La MOE señaló que el volumen de registros en el Meta podría explicarse por la llegada de personas desde otras partes del país para buscar trabajo en los sectores de minería y combustibles. La misión, no obstante, pidió a las autoridades corroborar si en efecto el alza se debía a razones laborales o por fines electorales. En cuanto a la situación en Ocaña, sostuvo que podría estar vinculada con la llegada de 10.000 desplazados producto de los combates entre el ELN y las disidencias de las FARC en la región del Catatumbo. El exregistrador delegado para lo electoral Alfonso Portela, en entrevista con Noticias Caracol, explicó que muchas veces en regiones apartadas ocurre el ‘trasteo de votos’ o la trashumancia electoral. Este es un delito que consiste en trasladar a personas para que inscriban sus cédulas en un lugar diferente a donde nació o donde reside, con el propósito de comprar su voto u obtener otra ventaja en los comicios. Precisamente, el actual registrador delegado para el tema electoral, Jaime Hernando Suárez, alertó esta semana sobre la inscripción fraudulenta de cédulas como parte de un mecanismo de venta de votos. En los días recientes circuló otra información que hablaba de una conspiración del presidente Petro para darles cédulas a los venezolanos para que votaran el próximo año. Esto resultó ser falso. En ese artículo también explicamos que, para que una persona extranjera pueda votar en comicios de carácter nacional, como los de Presidencia o Congreso, debe nacionalizarse. Este proceso se hace a través del Ministerio de Relaciones Exteriores y no ante la Registraduría, una vez que se cumplen con una serie de requisitos como la titularidad de una visa, un tiempo de residencia, entre otros. Es decir, no es tan sencillo. Es decir que migrantes de Venezuela o Cuba que no se hayan nacionalizado ni tengan doble nacionalidad no pueden participar. Sin embargo, este tipo de narrativas de fraude que, además, son xenófobas, reviven cada vez que se acercan elecciones. Un ejemplo fueron las pasadas presidenciales de 2022. En TikTok: En Facebook:;dudoso;https://colombiacheck.com/chequeos/video-engana-al-asociar-alerta-por-inscripcion-inusual-de-votantes-con-zona-binacional-y
Colombiacheck;2025-08-14T18:09:00;Viejo contrato de Miguel Uribe con UNGRD es sacado de contexto para insinuar corrupción sin pruebas;Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable Cuestionable En cuentas afines al gobierno de Gustavo Petro ha circulado la captura de una supuesta noticia titulada “¡Sorpresa! Nombre del senador Miguel Uribe aparece en contratos de la UNGRD [Unidad Nacional para la Gestión del Riesgo de Desastres]”, con lo que asocian al asesinado senador opositor, en ese momento aún internado en cuidados intensivos, al actual caso de corrupción en esa entidad. Aunque el contrato en cuestión sí existe, es de 2020. El congresista del Centro Democrático no fue señalado dentro de este escándalo, que le corresponde a la presidencia actual porque los hechos investigados son de 2023 y 2024. Por tanto, calificamos los mensajes descontextualizados como cuestionables. Las publicaciones, realizadas por páginas de Facebook como Pillo Buenagente Cali y Puro Progresista, más de 6.000 visualizaciones. Estas retoman la estrategia de un mensaje que el propio Petro publicó en la red social X en mayo de 2024, justo cuando su gobierno enfrentaba por primera vez las revelaciones sobre irregularidades en la UNGRD. Este solo llevaba el texto “Contratos de la UNGRD” y una imagen de un listado en cuyo segundo renglón, resaltado con otro color, aparecía una mención a Uribe Turbay. Contratos de la UNGRD pic.twitter.com/Ptk1lrDsna La información de la tabla se refería a un vínculo contractual por prestación de servicios, cuyo estado era “Terminado”, entre Miguel Uribe y la UNGRD por valor de 37,7 millones de pesos, con un período señalado entre el 1 de diciembre de 2020 y el 1 de enero de 2021. En ese momento, la entidad estaba bajo la dirección de Eduardo José González Angulo, en el gobierno de Iván Duque, también miembro del Centro Democrático. En entrevista con W Radio, Uribe Turbay aclaró que, aunque el contrato fue por tres meses, solo laboró un mes en la entidad, recibiendo un salario de 12 millones de pesos. Cumplía un rol como consultor, trabajando en asuntos relacionados con la migración venezolana. Para entonces, no era senador ni ocupaba ningún cargo público. Según explicó, renunció a la consultoría tras ser convocado por el expresidente Álvaro Uribe para lanzarse al Congreso con el aval del Centro Democrático para el actual periodo, 2022-2026. Justamente, el escándalo de corrupción de la UNGRD corresponde a eventos ocurridos principalmente entre 2023 y 2024, bajo la administración de Petro y con participación de congresistas elegidos en 2022, mucho después de terminado el mencionado contrato de Uribe Turbay. Según lo que se conoce públicamente de las investigaciones, dentro de la corporación legislativa hay figuras salpicadas como los expresidentes del Senado y la Cámara, respectivamente Iván Name y Andrés Calle, y otros legisladores como Wadith Manzur, Liliana Bitar, Juan Pablo Gallo, Julián Peinado y Karen Manrique. Ninguno de ellos pertenece a partidos de oposición como el Centro Democrático. Tras el atentado sicarial del 7 de junio, que terminó cobrando la vida del senador el pasado 4 de agosto, se desató una ola de desinformación con narrativas encaminadas a desacreditarlo, así como a diseminar teorías sin fundamento sobre su estado de salud y la veracidad del ataque. En su momento, todas estas publicaciones falsas fueron verificadas por Colombiacheck. Así mismo hemos verificado recientemente desinformación que busca enlodar la memoria de Uribe Turbay tras su fallecimiento, como explicamos en “Mensaje contra Miguel Uribe tras su muerte recicla montaje que le atribuye frase sobre EPS”.;dudoso;https://colombiacheck.com/chequeos/viejo-contrato-de-miguel-uribe-con-ungrd-es-sacado-de-contexto-para-insinuar-corrupcion
BloombergLinea;2025-09-04T21:38:40+00:00;Tecnología: últimas noticias tecnológicas de LATAM, APP, IA, Microsoft, Meta, Apple y más;DeepSeek se une a un movimiento más amplio de la industria para crear verdaderos agentes de IA, considerados la siguiente etapa de la evolución de la inteligencia artificial. La última cadena de salidas, todas se han producido en la última semana, incluye a John Peebles, Nan Du y Zhao Meng, dijeron las personas. La caída del dólar frente al peso abre una ventana para que más colombianos diversifiquen sus inversiones en Estados Unidos. Con precios de vivienda en retroceso y tecnología que simplifica trámites, el interés crece con fuerza. Marcelo Loureiro, cofundador de Grow, empresa de patinetes eléctricos, acelera el crecimiento de Superdash, una plataforma que permite a los usuarios registrar datos sobre sueño, alimentación y estrés para generar información destinada a mejorar la calidad de vida Los resultados no son muy alentadores para los reclutadores humanos. Sin embargo, brindan a los líderes empresariales nuevos datos que pueden ayudarles a decidir si invertir en IA tiene sentido o no, y en qué casos. Bajo la presión de reducir costos, las empresas han comunicado su intención de recurrir más a la moderación de contenido con inteligencia artificial.;verdadero;https://www.bloomberglinea.com/tecnologia/
